year,geography_name,geography,sex,race_ethnicity,age_category,metric_name,metric_value,lower_bound,upper_bound,uncertainty_type,source,category,quality_flag,candida_auris_case_type,blood_lead_level,fatal_nonfatal_shootings,leading_cause_death,leading_cause_death_rank,drug_category,aqi_category,syphilis_transmission_category,smoke_type,objectid
2016,Philadelphia,County,Female,Hispanic,All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,NA,NA,NA,NA,NA,2384
2016,Philadelphia,County,Male,Asian/PI (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,NA,NA,NA,NA,NA,2385
2016,Philadelphia,County,Male,Hispanic,All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,NA,NA,NA,NA,NA,2386
2016,Philadelphia,County,All sexes,Asian/PI (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,NA,NA,NA,NA,NA,2387
2021,Philadelphia,County,Female,All races/ethnicities,All ages,count_deaths,424,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Cerebrovascular diseases,4,NA,NA,NA,NA,2388
2021,Philadelphia,County,All sexes,White (NH),All ages,count_deaths,422,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Drug overdoses,4,NA,NA,NA,NA,2389
2021,Philadelphia,County,Female,Black (NH),All ages,count_deaths,389,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,COVID-19,3,NA,NA,NA,NA,2390
2021,Philadelphia,County,Male,Black (NH),All ages,count_deaths,384,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Homicide,3,NA,NA,NA,NA,2391
2021,Philadelphia,County,Female,All races/ethnicities,All ages,count_deaths,335,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Drug overdoses,5,NA,NA,NA,NA,2392
2021,Philadelphia,County,Male,Black (NH),All ages,count_deaths,335,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Drug overdoses,4,NA,NA,NA,NA,2393
2021,Philadelphia,County,Male,Black (NH),All ages,count_deaths,324,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,COVID-19,5,NA,NA,NA,NA,2394
2020,Philadelphia,County,Male,White (NH),All ages,count_deaths,68,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,2,NA,NA,NA,NA,2395
2018,Philadelphia,County,Male,Black (NH),All ages,count_deaths,66,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,3,NA,NA,NA,NA,2396
2017,Philadelphia,County,Male,White (NH),All ages,count_deaths,64,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,2,NA,NA,NA,NA,2397
2017,Philadelphia,County,All sexes,White (NH),All ages,count_deaths,64,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,4,NA,NA,NA,NA,2398
2016,Philadelphia,County,Female,White (NH),All ages,count_deaths,64,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,3,NA,NA,NA,NA,2399
2014,Philadelphia,County,Female,White (NH),All ages,count_deaths,64,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,3,NA,NA,NA,NA,2400
2012,Philadelphia,County,Female,Black (NH),All ages,count_deaths,64,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,3,NA,NA,NA,NA,2401
2012,Philadelphia,County,All sexes,Hispanic,All ages,count_deaths,12,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,3,NA,NA,NA,NA,2402
2021,Philadelphia,County,Male,Hispanic,All ages,count_deaths,11,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Prostate cancer,2,NA,NA,NA,NA,2403
2021,Philadelphia,County,All sexes,Hispanic,All ages,count_deaths,11,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Colorectal cancer,3,NA,NA,NA,NA,2404
2021,Philadelphia,County,All sexes,Hispanic,All ages,count_deaths,11,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Prostate cancer,4,NA,NA,NA,NA,2405
2018,Philadelphia,County,Female,Asian/PI (NH),All ages,count_deaths,11,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,2406
2018,Philadelphia,County,Male,Asian/PI (NH),All ages,count_deaths,11,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,2407
2014,Philadelphia,County,Male,Asian/PI (NH),All ages,count_deaths,11,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,2408
2016,Philadelphia,County,All sexes,Asian/PI (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,NA,NA,NA,NA,NA,2409
2016,Philadelphia,County,All sexes,Hispanic,All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,NA,NA,NA,NA,NA,2410
2016,Philadelphia,County,All sexes,Hispanic,All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,NA,NA,NA,NA,NA,2411
2016,Philadelphia,County,Male,All races/ethnicities,All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,NA,NA,NA,NA,NA,2412
2015,Philadelphia,County,Female,Asian/PI (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,NA,NA,NA,NA,NA,2413
2015,Philadelphia,County,Male,Asian/PI (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,NA,NA,NA,NA,NA,2414
2015,Philadelphia,County,Male,Black (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,NA,NA,NA,NA,NA,2415
2021,Philadelphia,County,Male,White (NH),All ages,count_deaths,307,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,COVID-19,3,NA,NA,NA,NA,2416
2021,Philadelphia,County,Male,White (NH),All ages,count_deaths,299,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Drug overdoses,4,NA,NA,NA,NA,2417
2021,Philadelphia,County,All sexes,White (NH),All ages,count_deaths,279,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Cerebrovascular diseases,5,NA,NA,NA,NA,2418
2021,Philadelphia,County,Female,White (NH),All ages,count_deaths,259,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,COVID-19,3,NA,NA,NA,NA,2419
2021,Philadelphia,County,Female,Black (NH),All ages,count_deaths,209,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Cerebrovascular diseases,4,NA,NA,NA,NA,2420
2021,Philadelphia,County,All sexes,Hispanic,All ages,count_deaths,194,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,COVID-19,1,NA,NA,NA,NA,2421
2021,Philadelphia,County,Female,Black (NH),All ages,count_deaths,175,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Drug overdoses,5,NA,NA,NA,NA,2422
2012,Philadelphia,County,Male,White (NH),All ages,count_deaths,64,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,2,NA,NA,NA,NA,2423
2012,Philadelphia,County,All sexes,White (NH),All ages,count_deaths,64,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,4,NA,NA,NA,NA,2424
2016,Philadelphia,County,Male,White (NH),All ages,count_deaths,63,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,2,NA,NA,NA,NA,2425
2015,Philadelphia,County,Male,White (NH),All ages,count_deaths,61,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,3,NA,NA,NA,NA,2426
2015,Philadelphia,County,All sexes,White (NH),All ages,count_deaths,61,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,4,NA,NA,NA,NA,2427
2017,Philadelphia,County,Female,Black (NH),All ages,count_deaths,60,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,3,NA,NA,NA,NA,2428
2012,Philadelphia,County,Female,White (NH),All ages,count_deaths,60,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,3,NA,NA,NA,NA,2429
2021,Philadelphia,County,Male,Asian/PI (NH),All ages,count_deaths,10,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,2430
2019,Philadelphia,County,Female,Hispanic,All ages,count_deaths,10,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,2,NA,NA,NA,NA,2431
2019,Philadelphia,County,All sexes,Hispanic,All ages,count_deaths,10,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,3,NA,NA,NA,NA,2432
2018,Philadelphia,County,Male,Hispanic,All ages,count_deaths,10,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,2,NA,NA,NA,NA,2433
2018,Philadelphia,County,All sexes,Hispanic,All ages,count_deaths,10,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,4,NA,NA,NA,NA,2434
2016,Philadelphia,County,Male,Hispanic,All ages,count_deaths,10,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,2,NA,NA,NA,NA,2435
2015,Philadelphia,County,Female,Hispanic,All ages,count_deaths,10,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,2,NA,NA,NA,NA,2436
2015,Philadelphia,County,Female,Hispanic,All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,NA,NA,NA,NA,NA,2437
2015,Philadelphia,County,Male,Hispanic,All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,NA,NA,NA,NA,NA,2438
2015,Philadelphia,County,Male,White (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,NA,NA,NA,NA,NA,2439
2015,Philadelphia,County,Female,Asian/PI (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,NA,NA,NA,NA,NA,2440
2015,Philadelphia,County,Male,Asian/PI (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,NA,NA,NA,NA,NA,2441
2015,Philadelphia,County,Male,Hispanic,All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,NA,NA,NA,NA,NA,2442
2015,Philadelphia,County,Female,Asian/PI (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,NA,NA,NA,NA,NA,2443
2021,Philadelphia,County,All sexes,Hispanic,All ages,count_deaths,171,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Drug overdoses,2,NA,NA,NA,NA,2444
2021,Philadelphia,County,Female,White (NH),All ages,count_deaths,167,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Cerebrovascular diseases,4,NA,NA,NA,NA,2445
2021,Philadelphia,County,All sexes,Hispanic,All ages,count_deaths,165,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Cancer,3,NA,NA,NA,NA,2446
2021,Philadelphia,County,All sexes,Hispanic,All ages,count_deaths,161,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Heart disease,4,NA,NA,NA,NA,2447
2021,Philadelphia,County,Male,Hispanic,All ages,count_deaths,141,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Drug overdoses,1,NA,NA,NA,NA,2448
2021,Philadelphia,County,Female,White (NH),All ages,count_deaths,126,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Chronic lower respiratory diseases,5,NA,NA,NA,NA,2449
2021,Philadelphia,County,All sexes,Asian/PI (NH),All ages,count_deaths,112,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Cancer,1,NA,NA,NA,NA,2450
2019,Philadelphia,County,Male,White (NH),All ages,count_deaths,59,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,2,NA,NA,NA,NA,2451
2014,Philadelphia,County,Male,Black (NH),All ages,count_deaths,59,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,3,NA,NA,NA,NA,2452
2021,Philadelphia,County,Male,White (NH),All ages,count_deaths,58,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Prostate cancer,2,NA,NA,NA,NA,2453
2021,Philadelphia,County,All sexes,White (NH),All ages,count_deaths,58,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Prostate cancer,4,NA,NA,NA,NA,2454
2017,Philadelphia,County,Male,Black (NH),All ages,count_deaths,58,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,3,NA,NA,NA,NA,2455
2013,Philadelphia,County,Female,White (NH),All ages,count_deaths,58,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,3,NA,NA,NA,NA,2456
2021,Philadelphia,County,Female,White (NH),All ages,count_deaths,57,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Colorectal cancer,3,NA,NA,NA,NA,2457
2015,Philadelphia,County,Male,Asian/PI (NH),All ages,count_deaths,10,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,2458
2014,Philadelphia,County,Female,Hispanic,All ages,count_deaths,10,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,1,NA,NA,NA,NA,2459
2014,Philadelphia,County,All sexes,Hispanic,All ages,count_deaths,10,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,3,NA,NA,NA,NA,2460
2012,Philadelphia,County,Male,Hispanic,All ages,count_deaths,10,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,2,NA,NA,NA,NA,2461
2021,Philadelphia,County,Female,Asian/PI (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,"Suppressed; Preliminary estimate",NA,NA,NA,Breast cancer,NA,NA,NA,NA,NA,2462
2021,Philadelphia,County,Male,Asian/PI (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,"Suppressed; Preliminary estimate",NA,NA,NA,Breast cancer,NA,NA,NA,NA,NA,2463
2021,Philadelphia,County,Male,Black (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,"Suppressed; Preliminary estimate",NA,NA,NA,Breast cancer,NA,NA,NA,NA,NA,2464
2015,Philadelphia,County,Male,Asian/PI (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,NA,NA,NA,NA,NA,2465
2015,Philadelphia,County,Male,Hispanic,All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,NA,NA,NA,NA,NA,2466
2015,Philadelphia,County,All sexes,Asian/PI (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,NA,NA,NA,NA,NA,2467
2015,Philadelphia,County,All sexes,Asian/PI (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Colorectal cancer,NA,NA,NA,NA,NA,2468
2015,Philadelphia,County,All sexes,Asian/PI (NH),All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,NA,NA,NA,NA,NA,2469
2015,Philadelphia,County,All sexes,Hispanic,All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,NA,NA,NA,NA,NA,2470
2015,Philadelphia,County,All sexes,Hispanic,All ages,count_deaths,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,NA,NA,NA,NA,NA,2471
2021,Philadelphia,County,Male,White (NH),All ages,count_deaths,112,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Cerebrovascular diseases,5,NA,NA,NA,NA,2472
2021,Philadelphia,County,Male,Hispanic,All ages,count_deaths,110,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,COVID-19,2,NA,NA,NA,NA,2473
2021,Philadelphia,County,Male,Hispanic,All ages,count_deaths,95,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Cancer,3,NA,NA,NA,NA,2474
2021,Philadelphia,County,Male,Hispanic,All ages,count_deaths,95,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Heart disease,4,NA,NA,NA,NA,2475
2021,Philadelphia,County,All sexes,Asian/PI (NH),All ages,count_deaths,87,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Heart disease,2,NA,NA,NA,NA,2476
